Linear,Digital,Overlap
68557,25809,543
68557,26616,556
68557,27422,574
68557,28229,591
68557,29035,609
68557,29842,632
68557,30648,655
68557,31455,673
68557,32262,692
68557,33068,707
68557,33875,733
68557,34681,745
68557,35488,763
68557,36294,780
68557,37101,792
68557,37907,805
68557,38714,827
68557,39520,844
68557,40327,858
68557,41134,879
68557,41940,899
68557,42747,918
68557,43553,939
68557,44360,955
68557,45166,973
68557,45973,982
68557,46779,997
68557,47586,1014
68557,48393,1034
68557,49199,1054
68557,50006,1076
68557,50812,1089
68557,51619,1102
68557,52425,1114
68557,53232,1125
68557,54038,1136
68557,54845,1154
68557,55651,1168
68557,56458,1193
68557,57265,1208
68557,58071,1227
68557,58878,1237
68557,59684,1248
68557,60491,1260
68557,61297,1271
68557,62104,1289
68557,62910,1313
68557,63717,1324
68557,64524,1343
68557,65330,1372
68557,66137,1393
68557,66943,1412
68557,67750,1428
68557,68556,1437
68557,69363,1454
68557,70169,1469
68557,70976,1484
68557,71782,1508
68557,72589,1524
68557,73396,1538
68557,74202,1558
68557,75009,1575
68557,75815,1596
68557,76622,1612
68557,77428,1624
68557,78235,1647
68557,79041,1666
68557,79848,1689
68557,80655,1705
70573,0,0
70573,806,7
70573,1613,35
70573,2419,44
70573,3226,62
70573,4032,78
70573,4839,94
70573,5645,113
70573,6452,130
70573,7258,150
70573,8065,171
70573,8872,189
70573,9678,205
70573,10485,220
70573,11291,246
70573,12098,266
70573,12904,281
70573,13711,298
70573,14517,317
70573,15324,335
70573,16131,349
70573,16937,366
70573,17744,376
70573,18550,389
70573,19357,409
70573,20163,428
70573,20970,442
70573,21776,465
70573,22583,479
70573,23389,504
70573,24196,522
70573,25003,541
70573,25809,562
70573,26616,576
70573,27422,594
70573,28229,612
70573,29035,631
70573,29842,655
70573,30648,679
70573,31455,697
70573,32262,716
70573,33068,732
70573,33875,758
70573,34681,770
70573,35488,789
70573,36294,806
70573,37101,818
70573,37907,831
70573,38714,853
70573,39520,871
70573,40327,886
70573,41134,907
70573,41940,929
70573,42747,948
70573,43553,969
70573,44360,986
70573,45166,1004
70573,45973,1013
70573,46779,1028
70573,47586,1045
70573,48393,1067
70573,49199,1087
70573,50006,1109
70573,50812,1122
70573,51619,1135
70573,52425,1147
70573,53232,1159
70573,54038,1170
70573,54845,1188
70573,55651,1202
70573,56458,1227
70573,57265,1243
70573,58071,1263
70573,58878,1273
70573,59684,1285
70573,60491,1297
70573,61297,1309
70573,62104,1327
70573,62910,1351
70573,63717,1362
70573,64524,1382
70573,65330,1411
70573,66137,1434
70573,66943,1453
70573,67750,1470
70573,68556,1479
70573,69363,1496
70573,70169,1511
70573,70976,1526
70573,71782,1550
70573,72589,1566
70573,73396,1582
70573,74202,1602
70573,75009,1619
70573,75815,1641
70573,76622,1657
70573,77428,1670
70573,78235,1693
70573,79041,1712
70573,79848,1736
70573,80655,1753
72590,0,0
72590,806,7
72590,1613,35
72590,2419,44
72590,3226,63
72590,4032,79
72590,4839,95
72590,5645,116
72590,6452,135
72590,7258,155
72590,8065,177
72590,8872,196
72590,9678,213
72590,10485,230
72590,11291,257
72590,12098,277
72590,12904,292
72590,13711,310
72590,14517,329
72590,15324,348
72590,16131,362
72590,16937,379
72590,17744,389
72590,18550,402
72590,19357,422
72590,20163,442
72590,20970,458
72590,21776,482
72590,22583,496
72590,23389,522
72590,24196,540
72590,25003,559
72590,25809,580
72590,26616,595
72590,27422,614
72590,28229,632
72590,29035,651
72590,29842,676
72590,30648,701
72590,31455,719
72590,32262,738
72590,33068,755
72590,33875,782
72590,34681,795
72590,35488,815
72590,36294,833
72590,37101,845
72590,37907,858
72590,38714,880
72590,39520,900
72590,40327,916
72590,41134,937
72590,41940,959
72590,42747,981
72590,43553,1002
72590,44360,1019
72590,45166,1037
72590,45973,1046
72590,46779,1061
72590,47586,1081
72590,48393,1103
72590,49199,1123
72590,50006,1145
72590,50812,1158
72590,51619,1171
72590,52425,1183
72590,53232,1195
72590,54038,1209
72590,54845,1227
72590,55651,1241
72590,56458,1266
72590,57265,1283
72590,58071,1304
72590,58878,1314
72590,59684,1326
72590,60491,1338
72590,61297,1353
72590,62104,1371
72590,62910,1396
72590,63717,1407
72590,64524,1427
72590,65330,1456
72590,66137,1479
72590,66943,1499
72590,67750,1516
72590,68556,1526
72590,69363,1545
72590,70169,1560
72590,70976,1575
72590,71782,1600
72590,72589,1617
72590,73396,1633
72590,74202,1654
72590,75009,1671
72590,75815,1693
72590,76622,1710
72590,77428,1723
72590,78235,1746
72590,79041,1767
72590,79848,1791
72590,80655,1808
74606,0,0
74606,806,8
74606,1613,36
74606,2419,46
74606,3226,66
74606,4032,82
74606,4839,98
74606,5645,119
74606,6452,138
74606,7258,158
74606,8065,180
74606,8872,201
74606,9678,218
74606,10485,235
74606,11291,262
74606,12098,283
74606,12904,298
74606,13711,317
74606,14517,337
74606,15324,357
74606,16131,371
74606,16937,388
74606,17744,398
74606,18550,412
74606,19357,432
74606,20163,453
74606,20970,471
74606,21776,496
74606,22583,510
74606,23389,536
74606,24196,554
74606,25003,573
74606,25809,594
74606,26616,609
74606,27422,628
74606,28229,647
74606,29035,666
74606,29842,692
74606,30648,718
74606,31455,736
74606,32262,755
74606,33068,772
74606,33875,804
74606,34681,818
74606,35488,838
74606,36294,856
74606,37101,869
74606,37907,882
74606,38714,904
74606,39520,925
74606,40327,941
74606,41134,962
74606,41940,984
74606,42747,1006
74606,43553,1028
74606,44360,1046
74606,45166,1064
74606,45973,1073
74606,46779,1089
74606,47586,1109
74606,48393,1131
74606,49199,1151
74606,50006,1173
74606,50812,1186
74606,51619,1200
74606,52425,1213
74606,53232,1225
74606,54038,1240
74606,54845,1259
74606,55651,1273
74606,56458,1299
74606,57265,1316
74606,58071,1338
74606,58878,1349
74606,59684,1362
74606,60491,1374
74606,61297,1389
74606,62104,1407
74606,62910,1433
74606,63717,1444
74606,64524,1464
74606,65330,1493
74606,66137,1517
74606,66943,1539
74606,67750,1557
74606,68556,1568
74606,69363,1587
74606,70169,1603
74606,70976,1618
74606,71782,1644
74606,72589,1661
74606,73396,1678
74606,74202,1699
74606,75009,1717
74606,75815,1739
74606,76622,1757
74606,77428,1771
74606,78235,1795
74606,79041,1817
74606,79848,1842
74606,80655,1860
76622,0,0
76622,806,9
76622,1613,37
76622,2419,47
76622,3226,69
76622,4032,86
76622,4839,102
76622,5645,123
76622,6452,142
76622,7258,163
76622,8065,186
76622,8872,207
76622,9678,225
76622,10485,242
76622,11291,269
76622,12098,290
76622,12904,306
76622,13711,325
76622,14517,346
76622,15324,366
76622,16131,380
76622,16937,397
76622,17744,407
76622,18550,421
76622,19357,441
76622,20163,462
76622,20970,480
76622,21776,506
76622,22583,521
76622,23389,547
76622,24196,566
76622,25003,585
76622,25809,606
76622,26616,625
76622,27422,644
76622,28229,663
76622,29035,682
76622,29842,708
76622,30648,736
76622,31455,754
76622,32262,773
76622,33068,790
76622,33875,822
76622,34681,836
76622,35488,857
76622,36294,875
76622,37101,890
76622,37907,903
76622,38714,925
76622,39520,946
76622,40327,962
76622,41134,984
76622,41940,1007
76622,42747,1030
76622,43553,1052
76622,44360,1072
76622,45166,1090
76622,45973,1099
76622,46779,1117
76622,47586,1138
76622,48393,1160
76622,49199,1182
76622,50006,1204
76622,50812,1217
76622,51619,1231
76622,52425,1245
76622,53232,1259
76622,54038,1274
76622,54845,1295
76622,55651,1311
76622,56458,1337
76622,57265,1354
76622,58071,1377
76622,58878,1389
76622,59684,1402
76622,60491,1414
76622,61297,1429
76622,62104,1447
76622,62910,1473
76622,63717,1484
76622,64524,1505
76622,65330,1534
76622,66137,1559
76622,66943,1581
76622,67750,1600
76622,68556,1612
76622,69363,1632
76622,70169,1650
76622,70976,1665
76622,71782,1691
76622,72589,1708
76622,73396,1725
76622,74202,1746
76622,75009,1764
76622,75815,1786
76622,76622,1804
76622,77428,1820
76622,78235,1844
76622,79041,1866
76622,79848,1891
76622,80655,1909
78639,0,0
78639,806,11
78639,1613,41
78639,2419,52
78639,3226,74
78639,4032,91
78639,4839,107
78639,5645,128
78639,6452,147
78639,7258,170
78639,8065,193
78639,8872,214
78639,9678,234
78639,10485,252
78639,11291,279
78639,12098,300
78639,12904,317
78639,13711,337
78639,14517,359
78639,15324,379
78639,16131,393
78639,16937,411
78639,17744,421
78639,18550,437
78639,19357,457
78639,20163,478
78639,20970,496
78639,21776,522
78639,22583,538
78639,23389,565
78639,24196,584
78639,25003,603
78639,25809,624
78639,26616,644
78639,27422,664
78639,28229,683
78639,29035,703
78639,29842,729
78639,30648,757
78639,31455,775
78639,32262,794
78639,33068,811
78639,33875,843
78639,34681,857
78639,35488,880
78639,36294,900
78639,37101,915
78639,37907,929
78639,38714,951
78639,39520,973
78639,40327,991
78639,41134,1013
78639,41940,1037
78639,42747,1060
78639,43553,1082
78639,44360,1103
78639,45166,1122
78639,45973,1131
78639,46779,1150
78639,47586,1171
78639,48393,1193
78639,49199,1216
78639,50006,1239
78639,50812,1252
78639,51619,1266
78639,52425,1281
78639,53232,1295
78639,54038,1310
78639,54845,1331
78639,55651,1347
78639,56458,1373
78639,57265,1390
78639,58071,1413
78639,58878,1425
78639,59684,1439
78639,60491,1451
78639,61297,1467
78639,62104,1485
78639,62910,1511
78639,63717,1523
78639,64524,1544
78639,65330,1573
78639,66137,1599
78639,66943,1621
78639,67750,1641
78639,68556,1654
78639,69363,1674
78639,70169,1692
78639,70976,1707
78639,71782,1733
78639,72589,1751
78639,73396,1769
78639,74202,1793
78639,75009,1811
78639,75815,1833
78639,76622,1851
78639,77428,1869
78639,78235,1893
78639,79041,1915
78639,79848,1940
78639,80655,1958
80655,0,0
80655,806,11
80655,1613,41
80655,2419,52
80655,3226,75
80655,4032,93
80655,4839,109
80655,5645,131
80655,6452,151
80655,7258,174
80655,8065,197
80655,8872,219
80655,9678,240
80655,10485,259
80655,11291,286
80655,12098,307
80655,12904,324
80655,13711,344
80655,14517,366
80655,15324,386
80655,16131,400
80655,16937,418
80655,17744,428
80655,18550,445
80655,19357,466
80655,20163,488
80655,20970,508
80655,21776,534
80655,22583,550
80655,23389,577
80655,24196,596
80655,25003,615
80655,25809,637
80655,26616,657
80655,27422,678
80655,28229,698
80655,29035,719
80655,29842,745
80655,30648,774
80655,31455,793
80655,32262,812
80655,33068,829
80655,33875,861
80655,34681,875
80655,35488,898
80655,36294,918
80655,37101,933
80655,37907,948
80655,38714,971
80655,39520,993
80655,40327,1012
80655,41134,1035
80655,41940,1060
80655,42747,1084
80655,43553,1106
80655,44360,1127
80655,45166,1146
80655,45973,1157
80655,46779,1177
80655,47586,1199
80655,48393,1221
80655,49199,1245
80655,50006,1269
80655,50812,1282
80655,51619,1296
80655,52425,1311
80655,53232,1326
80655,54038,1342
80655,54845,1363
80655,55651,1380
80655,56458,1406
80655,57265,1424
80655,58071,1447
80655,58878,1460
80655,59684,1474
80655,60491,1487
80655,61297,1506
80655,62104,1524
80655,62910,1550
80655,63717,1563
80655,64524,1585
80655,65330,1615
80655,66137,1643
80655,66943,1666
80655,67750,1686
80655,68556,1700
80655,69363,1721
80655,70169,1739
80655,70976,1754
80655,71782,1783
80655,72589,1801
80655,73396,1819
80655,74202,1843
80655,75009,1862
80655,75815,1884
80655,76622,1905
80655,77428,1923
80655,78235,1949
80655,79041,1973
80655,79848,1999
80655,80655,2017
82671,0,0
82671,806,13
82671,1613,43
82671,2419,54
82671,3226,77
82671,4032,95
82671,4839,111
82671,5645,133
82671,6452,156
82671,7258,179
82671,8065,202
82671,8872,224
82671,9678,247
82671,10485,267
82671,11291,294
82671,12098,315
82671,12904,332
82671,13711,352
82671,14517,375
82671,15324,396
82671,16131,411
82671,16937,430
82671,17744,440
82671,18550,458
82671,19357,479
82671,20163,502
82671,20970,522
82671,21776,551
82671,22583,567
82671,23389,595
82671,24196,614
82671,25003,634
82671,25809,656
82671,26616,676
82671,27422,698
82671,28229,718
82671,29035,740
82671,29842,767
82671,30648,796
82671,31455,817
82671,32262,836
82671,33068,853
82671,33875,885
82671,34681,899
82671,35488,922
82671,36294,942
82671,37101,957
82671,37907,972
82671,38714,995
82671,39520,1018
82671,40327,1039
82671,41134,1063
82671,41940,1090
82671,42747,1115
82671,43553,1137
82671,44360,1158
82671,45166,1177
82671,45973,1188
82671,46779,1208
82671,47586,1231
82671,48393,1254
82671,49199,1278
82671,50006,1302
82671,50812,1316
82671,51619,1331
82671,52425,1346
82671,53232,1363
82671,54038,1379
82671,54845,1401
82671,55651,1419
82671,56458,1447
82671,57265,1465
82671,58071,1489
82671,58878,1503
82671,59684,1518
82671,60491,1531
82671,61297,1550
82671,62104,1570
82671,62910,1596
82671,63717,1610
82671,64524,1632
82671,65330,1663
82671,66137,1691
82671,66943,1715
82671,67750,1737
82671,68556,1751
82671,69363,1772
82671,70169,1791
82671,70976,1806
82671,71782,1835
82671,72589,1854
82671,73396,1872
82671,74202,1896
82671,75009,1915
82671,75815,1938
82671,76622,1960
82671,77428,1978
82671,78235,2004
82671,79041,2028
82671,79848,2054
82671,80655,2072
84688,0,0
84688,806,13
84688,1613,43
84688,2419,54
84688,3226,77
84688,4032,97
84688,4839,113
84688,5645,135
84688,6452,159
84688,7258,182
84688,8065,205
84688,8872,227
84688,9678,250
84688,10485,270
84688,11291,297
84688,12098,318
84688,12904,336
84688,13711,357
84688,14517,380
84688,15324,401
84688,16131,416
84688,16937,435
84688,17744,445
84688,18550,463
84688,19357,484
84688,20163,507
84688,20970,528
84688,21776,557
84688,22583,573
84688,23389,602
84688,24196,622
84688,25003,643
84688,25809,668
84688,26616,689
84688,27422,712
84688,28229,732
84688,29035,754
84688,29842,781
84688,30648,811
84688,31455,832
84688,32262,852
84688,33068,869
84688,33875,901
84688,34681,915
84688,35488,938
84688,36294,958
84688,37101,973
84688,37907,988
84688,38714,1012
84688,39520,1035
84688,40327,1056
84688,41134,1085
84688,41940,1112
84688,42747,1138
84688,43553,1160
84688,44360,1183
84688,45166,1202
84688,45973,1213
84688,46779,1233
84688,47586,1256
84688,48393,1279
84688,49199,1304
84688,50006,1328
84688,50812,1343
84688,51619,1358
84688,52425,1373
84688,53232,1390
84688,54038,1406
84688,54845,1429
84688,55651,1447
84688,56458,1475
84688,57265,1494
84688,58071,1518
84688,58878,1532
84688,59684,1548
84688,60491,1561
84688,61297,1581
84688,62104,1602
84688,62910,1628
84688,63717,1643
84688,64524,1665
84688,65330,1696
84688,66137,1725
84688,66943,1750
84688,67750,1773
84688,68556,1788
84688,69363,1810
84688,70169,1830
84688,70976,1846
84688,71782,1875
84688,72589,1895
84688,73396,1916
84688,74202,1942
84688,75009,1963
84688,75815,1986
84688,76622,2008
84688,77428,2027
84688,78235,2053
84688,79041,2077
84688,79848,2105
84688,80655,2123
86704,0,0
86704,806,14
86704,1613,46
86704,2419,57
86704,3226,82
86704,4032,102
86704,4839,118
86704,5645,140
86704,6452,164
86704,7258,188
86704,8065,212
86704,8872,234
86704,9678,259
86704,10485,279
86704,11291,307
86704,12098,328
86704,12904,347
86704,13711,368
86704,14517,391
86704,15324,412
86704,16131,427
86704,16937,448
86704,17744,458
86704,18550,476
86704,19357,498
86704,20163,521
86704,20970,543
86704,21776,573
86704,22583,589
86704,23389,618
86704,24196,639
86704,25003,660
86704,25809,686
86704,26616,707
86704,27422,730
86704,28229,751
86704,29035,773
86704,29842,801
86704,30648,831
86704,31455,853
86704,32262,873
86704,33068,890
86704,33875,922
86704,34681,936
86704,35488,960
86704,36294,982
86704,37101,997
86704,37907,1012
86704,38714,1036
86704,39520,1059
86704,40327,1080
86704,41134,1109
86704,41940,1136
86704,42747,1164
86704,43553,1186
86704,44360,1209
86704,45166,1228
86704,45973,1240
86704,46779,1261
86704,47586,1284
86704,48393,1307
86704,49199,1333
86704,50006,1358
86704,50812,1373
86704,51619,1389
86704,52425,1404
86704,53232,1422
86704,54038,1439
86704,54845,1463
86704,55651,1482
86704,56458,1511
86704,57265,1530
86704,58071,1554
86704,58878,1568
86704,59684,1584
86704,60491,1597
86704,61297,1617
86704,62104,1638
86704,62910,1664
86704,63717,1681
86704,64524,1703
86704,65330,1734
86704,66137,1763
86704,66943,1788
86704,67750,1813
86704,68556,1829
86704,69363,1853
86704,70169,1873
86704,70976,1891
86704,71782,1920
86704,72589,1940
86704,73396,1961
86704,74202,1987
86704,75009,2008
86704,75815,2031
86704,76622,2053
86704,77428,2073
86704,78235,2099
86704,79041,2123
86704,79848,2151
86704,80655,2169
88721,0,0
88721,806,14
88721,1613,47
88721,2419,58
88721,3226,83
88721,4032,103
88721,4839,119
88721,5645,141
88721,6452,166
88721,7258,191
88721,8065,215
88721,8872,238
88721,9678,264
88721,10485,285
88721,11291,315
88721,12098,336
88721,12904,357
88721,13711,378
88721,14517,401
88721,15324,422
88721,16131,437
88721,16937,459
88721,17744,469
88721,18550,487
88721,19357,509
88721,20163,534
88721,20970,557
88721,21776,587
88721,22583,603
88721,23389,632
88721,24196,653
88721,25003,674
88721,25809,701
88721,26616,722
88721,27422,745
88721,28229,766
88721,29035,788
88721,29842,816
88721,30648,846
88721,31455,869
88721,32262,889
88721,33068,906
88721,33875,938
88721,34681,952
88721,35488,977
88721,36294,999
88721,37101,1015
88721,37907,1030
88721,38714,1054
88721,39520,1078
88721,40327,1100
88721,41134,1129
88721,41940,1156
88721,42747,1184
88721,43553,1207
88721,44360,1232
88721,45166,1251
88721,45973,1264
88721,46779,1285
88721,47586,1308
88721,48393,1331
88721,49199,1357
88721,50006,1382
88721,50812,1399
88721,51619,1415
88721,52425,1430
88721,53232,1450
88721,54038,1468
88721,54845,1492
88721,55651,1514
88721,56458,1543
88721,57265,1563
88721,58071,1588
88721,58878,1602
88721,59684,1619
88721,60491,1632
88721,61297,1652
88721,62104,1673
88721,62910,1699
88721,63717,1716
88721,64524,1739
88721,65330,1770
88721,66137,1799
88721,66943,1826
88721,67750,1852
88721,68556,1869
88721,69363,1893
88721,70169,1914
88721,70976,1932
88721,71782,1961
88721,72589,1982
88721,73396,2004
88721,74202,2030
88721,75009,2052
88721,75815,2076
88721,76622,2099
88721,77428,2119
88721,78235,2145
88721,79041,2169
88721,79848,2197
88721,80655,2215
90737,0,0
90737,806,14
90737,1613,48
90737,2419,60
90737,3226,85
90737,4032,107
90737,4839,123
90737,5645,145
90737,6452,170
90737,7258,195
90737,8065,219
90737,8872,242
90737,9678,269
90737,10485,292
90737,11291,322
90737,12098,343
90737,12904,364
90737,13711,385
90737,14517,408
90737,15324,429
90737,16131,444
90737,16937,467
90737,17744,477
90737,18550,496
90737,19357,519
90737,20163,544
90737,20970,568
90737,21776,600
90737,22583,617
90737,23389,646
90737,24196,667
90737,25003,688
90737,25809,716
90737,26616,738
90737,27422,761
90737,28229,782
90737,29035,804
90737,29842,832
90737,30648,864
90737,31455,887
90737,32262,908
90737,33068,925
90737,33875,957
90737,34681,972
90737,35488,997
90737,36294,1019
90737,37101,1036
90737,37907,1051
90737,38714,1076
90737,39520,1100
90737,40327,1123
90737,41134,1153
90737,41940,1182
90737,42747,1212
90737,43553,1235
90737,44360,1260
90737,45166,1280
90737,45973,1293
90737,46779,1314
90737,47586,1338
90737,48393,1364
90737,49199,1390
90737,50006,1416
90737,50812,1433
90737,51619,1449
90737,52425,1465
90737,53232,1486
90737,54038,1505
90737,54845,1529
90737,55651,1552
90737,56458,1582
90737,57265,1604
90737,58071,1630
90737,58878,1645
90737,59684,1662
90737,60491,1675
90737,61297,1695
90737,62104,1717
90737,62910,1744
90737,63717,1761
90737,64524,1784
90737,65330,1815
90737,66137,1846
90737,66943,1873
90737,67750,1899
90737,68556,1917
90737,69363,1941
90737,70169,1962
90737,70976,1981
90737,71782,2010
90737,72589,2032
90737,73396,2057
90737,74202,2083
90737,75009,2105
90737,75815,2129
90737,76622,2153
90737,77428,2175
90737,78235,2202
90737,79041,2228
90737,79848,2256
90737,80655,2274
92753,0,0
92753,806,15
92753,1613,49
92753,2419,62
92753,3226,89
92753,4032,111
92753,4839,128
92753,5645,151
92753,6452,177
92753,7258,202
92753,8065,227
92753,8872,250
92753,9678,278
92753,10485,301
92753,11291,331
92753,12098,352
92753,12904,373
92753,13711,394
92753,14517,418
92753,15324,439
92753,16131,454
92753,16937,479
92753,17744,490
92753,18550,511
92753,19357,535
92753,20163,560
92753,20970,584
92753,21776,616
92753,22583,633
92753,23389,663
92753,24196,684
92753,25003,705
92753,25809,733
92753,26616,755
92753,27422,778
92753,28229,800
92753,29035,825
92753,29842,853
92753,30648,885
92753,31455,909
92753,32262,930
92753,33068,947
92753,33875,980
92753,34681,996
92753,35488,1021
92753,36294,1043
92753,37101,1061
92753,37907,1077
92753,38714,1102
92753,39520,1126
92753,40327,1149
92753,41134,1180
92753,41940,1210
92753,42747,1240
92753,43553,1263
92753,44360,1288
92753,45166,1308
92753,45973,1323
92753,46779,1344
92753,47586,1369
92753,48393,1395
92753,49199,1421
92753,50006,1447
92753,50812,1465
92753,51619,1481
92753,52425,1497
92753,53232,1518
92753,54038,1538
92753,54845,1563
92753,55651,1587
92753,56458,1617
92753,57265,1639
92753,58071,1665
92753,58878,1680
92753,59684,1698
92753,60491,1711
92753,61297,1733
92753,62104,1755
92753,62910,1783
92753,63717,1801
92753,64524,1824
92753,65330,1855
92753,66137,1886
92753,66943,1913
92753,67750,1939
92753,68556,1957
92753,69363,1982
92753,70169,2004
92753,70976,2024
92753,71782,2054
92753,72589,2076
92753,73396,2101
92753,74202,2127
92753,75009,2149
92753,75815,2173
92753,76622,2197
92753,77428,2219
92753,78235,2246
92753,79041,2272
92753,79848,2301
92753,80655,2319
94770,0,0
94770,806,15
94770,1613,49
94770,2419,62
94770,3226,89
94770,4032,112
94770,4839,129
94770,5645,152
94770,6452,179
94770,7258,204
94770,8065,229
94770,8872,252
94770,9678,281
94770,10485,304
94770,11291,334
94770,12098,355
94770,12904,377
94770,13711,400
94770,14517,425
94770,15324,446
94770,16131,461
94770,16937,488
94770,17744,500
94770,18550,521
94770,19357,545
94770,20163,570
94770,20970,594
94770,21776,626
94770,22583,645
94770,23389,675
94770,24196,697
94770,25003,718
94770,25809,746
94770,26616,769
94770,27422,794
94770,28229,816
94770,29035,841
94770,29842,869
94770,30648,901
94770,31455,926
94770,32262,948
94770,33068,967
94770,33875,1000
94770,34681,1016
94770,35488,1042
94770,36294,1064
94770,37101,1082
94770,37907,1099
94770,38714,1125
94770,39520,1149
94770,40327,1172
94770,41134,1203
94770,41940,1236
94770,42747,1266
94770,43553,1289
94770,44360,1314
94770,45166,1334
94770,45973,1349
94770,46779,1371
94770,47586,1396
94770,48393,1422
94770,49199,1448
94770,50006,1474
94770,50812,1492
94770,51619,1510
94770,52425,1526
94770,53232,1548
94770,54038,1568
94770,54845,1593
94770,55651,1617
94770,56458,1647
94770,57265,1669
94770,58071,1695
94770,58878,1710
94770,59684,1728
94770,60491,1743
94770,61297,1766
94770,62104,1788
94770,62910,1816
94770,63717,1834
94770,64524,1857
94770,65330,1888
94770,66137,1920
94770,66943,1948
94770,67750,1974
94770,68556,1993
94770,69363,2018
94770,70169,2040
94770,70976,2061
94770,71782,2093
94770,72589,2115
94770,73396,2140
94770,74202,2167
94770,75009,2189
94770,75815,2214
94770,76622,2239
94770,77428,2261
94770,78235,2288
94770,79041,2314
94770,79848,2344
94770,80655,2362
96786,0,0
96786,806,15
96786,1613,50
96786,2419,63
96786,3226,90
96786,4032,113
96786,4839,130
96786,5645,153
96786,6452,180
96786,7258,205
96786,8065,230
96786,8872,253
96786,9678,282
96786,10485,306
96786,11291,336
96786,12098,357
96786,12904,380
96786,13711,405
96786,14517,432
96786,15324,453
96786,16131,470
96786,16937,498
96786,17744,510
96786,18550,532
96786,19357,557
96786,20163,583
96786,20970,607
96786,21776,639
96786,22583,659
96786,23389,689
96786,24196,712
96786,25003,733
96786,25809,761
96786,26616,784
96786,27422,811
96786,28229,834
96786,29035,860
96786,29842,889
96786,30648,921
96786,31455,946
96786,32262,968
96786,33068,987
96786,33875,1020
96786,34681,1036
96786,35488,1063
96786,36294,1086
96786,37101,1104
96786,37907,1121
96786,38714,1148
96786,39520,1173
96786,40327,1197
96786,41134,1229
96786,41940,1262
96786,42747,1292
96786,43553,1315
96786,44360,1340
96786,45166,1361
96786,45973,1377
96786,46779,1401
96786,47586,1428
96786,48393,1454
96786,49199,1480
96786,50006,1506
96786,50812,1526
96786,51619,1544
96786,52425,1560
96786,53232,1582
96786,54038,1603
96786,54845,1629
96786,55651,1653
96786,56458,1683
96786,57265,1705
96786,58071,1732
96786,58878,1748
96786,59684,1766
96786,60491,1781
96786,61297,1806
96786,62104,1828
96786,62910,1858
96786,63717,1876
96786,64524,1900
96786,65330,1931
96786,66137,1963
96786,66943,1991
96786,67750,2018
96786,68556,2037
96786,69363,2062
96786,70169,2084
96786,70976,2105
96786,71782,2138
96786,72589,2161
96786,73396,2187
96786,74202,2214
96786,75009,2237
96786,75815,2264
96786,76622,2289
96786,77428,2311
96786,78235,2338
96786,79041,2364
96786,79848,2395
96786,80655,2413
98803,0,0
98803,806,15
98803,1613,52
98803,2419,65
98803,3226,92
98803,4032,116
98803,4839,134
98803,5645,158
98803,6452,185
98803,7258,211
98803,8065,238
98803,8872,261
98803,9678,290
98803,10485,315
98803,11291,345
98803,12098,366
98803,12904,389
98803,13711,415
98803,14517,442
98803,15324,463
98803,16131,480
98803,16937,508
98803,17744,520
98803,18550,542
98803,19357,569
98803,20163,595
98803,20970,619
98803,21776,651
98803,22583,672
98803,23389,703
98803,24196,726
98803,25003,748
98803,25809,776
98803,26616,802
98803,27422,829
98803,28229,852
98803,29035,878
98803,29842,908
98803,30648,940
98803,31455,966
98803,32262,989
98803,33068,1008
98803,33875,1042
98803,34681,1059
98803,35488,1086
98803,36294,1110
98803,37101,1128
98803,37907,1145
98803,38714,1172
98803,39520,1197
98803,40327,1222
98803,41134,1254
98803,41940,1287
98803,42747,1317
98803,43553,1340
98803,44360,1365
98803,45166,1386
98803,45973,1402
98803,46779,1426
98803,47586,1455
98803,48393,1481
98803,49199,1507
98803,50006,1533
98803,50812,1553
98803,51619,1572
98803,52425,1589
98803,53232,1612
98803,54038,1633
98803,54845,1659
98803,55651,1683
98803,56458,1714
98803,57265,1736
98803,58071,1764
98803,58878,1780
98803,59684,1798
98803,60491,1814
98803,61297,1840
98803,62104,1862
98803,62910,1894
98803,63717,1912
98803,64524,1936
98803,65330,1967
98803,66137,1999
98803,66943,2028
98803,67750,2055
98803,68556,2074
98803,69363,2099
98803,70169,2122
98803,70976,2143
98803,71782,2176
98803,72589,2200
98803,73396,2226
98803,74202,2253
98803,75009,2276
98803,75815,2303
98803,76622,2328
98803,77428,2351
98803,78235,2380
98803,79041,2407
98803,79848,2438
98803,80655,2456
100819,0,0
100819,806,15
100819,1613,52
100819,2419,65
100819,3226,92
100819,4032,117
100819,4839,135
100819,5645,159
100819,6452,186
100819,7258,212
100819,8065,239
100819,8872,263
100819,9678,292
100819,10485,317
100819,11291,347
100819,12098,370
100819,12904,394
100819,13711,420
100819,14517,449
100819,15324,470
100819,16131,487
100819,16937,515
100819,17744,527
100819,18550,549
100819,19357,577
100819,20163,603
100819,20970,627
100819,21776,659
100819,22583,681
100819,23389,712
100819,24196,735
100819,25003,757
100819,25809,785
100819,26616,811
100819,27422,838
100819,28229,863
100819,29035,889
100819,29842,920
100819,30648,952
100819,31455,979
100819,32262,1004
100819,33068,1024
100819,33875,1058
100819,34681,1076
100819,35488,1103
100819,36294,1127
100819,37101,1146
100819,37907,1163
100819,38714,1190
100819,39520,1215
100819,40327,1240
100819,41134,1273
100819,41940,1307
100819,42747,1337
100819,43553,1360
100819,44360,1386
100819,45166,1407
100819,45973,1423
100819,46779,1450
100819,47586,1479
100819,48393,1505
