Linear,Digital,Overlap
34278,30648,331
34278,31455,339
34278,32262,348
34278,33068,356
34278,33875,369
34278,34681,375
34278,35488,382
34278,36294,390
34278,37101,394
34278,37907,401
34278,38714,413
34278,39520,424
34278,40327,432
34278,41134,441
34278,41940,449
34278,42747,457
34278,43553,470
34278,44360,481
34278,45166,489
34278,45973,490
34278,46779,497
34278,47586,509
34278,48393,520
34278,49199,528
34278,50006,537
34278,50812,542
34278,51619,549
34278,52425,555
34278,53232,561
34278,54038,568
34278,54845,578
34278,55651,584
34278,56458,599
34278,57265,605
34278,58071,616
34278,58878,620
34278,59684,629
34278,60491,637
34278,61297,643
34278,62104,651
34278,62910,663
34278,63717,669
34278,64524,678
34278,65330,692
34278,66137,701
34278,66943,715
34278,67750,725
34278,68556,732
34278,69363,742
34278,70169,748
34278,70976,755
34278,71782,768
34278,72589,778
34278,73396,789
34278,74202,804
34278,75009,814
34278,75815,822
34278,76622,830
34278,77428,839
34278,78235,852
34278,79041,864
34278,79848,878
34278,80655,887
36295,0,0
36295,806,3
36295,1613,16
36295,2419,21
36295,3226,29
36295,4032,38
36295,4839,47
36295,5645,57
36295,6452,66
36295,7258,78
36295,8065,87
36295,8872,98
36295,9678,107
36295,10485,114
36295,11291,129
36295,12098,139
36295,12904,148
36295,13711,155
36295,14517,164
36295,15324,173
36295,16131,180
36295,16937,187
36295,17744,189
36295,18550,196
36295,19357,209
36295,20163,219
36295,20970,228
36295,21776,243
36295,22583,250
36295,23389,262
36295,24196,271
36295,25003,279
36295,25809,291
36295,26616,295
36295,27422,304
36295,28229,317
36295,29035,325
36295,29842,338
36295,30648,351
36295,31455,359
36295,32262,369
36295,33068,377
36295,33875,391
36295,34681,398
36295,35488,406
36295,36294,415
36295,37101,420
36295,37907,427
36295,38714,439
36295,39520,451
36295,40327,460
36295,41134,470
36295,41940,478
36295,42747,486
36295,43553,501
36295,44360,513
36295,45166,521
36295,45973,522
36295,46779,529
36295,47586,541
36295,48393,552
36295,49199,560
36295,50006,570
36295,50812,576
36295,51619,583
36295,52425,589
36295,53232,595
36295,54038,602
36295,54845,613
36295,55651,620
36295,56458,635
36295,57265,642
36295,58071,654
36295,58878,658
36295,59684,667
36295,60491,675
36295,61297,682
36295,62104,691
36295,62910,703
36295,63717,709
36295,64524,719
36295,65330,734
36295,66137,744
36295,66943,759
36295,67750,769
36295,68556,776
36295,69363,786
36295,70169,792
36295,70976,799
36295,71782,814
36295,72589,824
36295,73396,835
36295,74202,850
36295,75009,860
36295,75815,869
36295,76622,877
36295,77428,886
36295,78235,902
36295,79041,915
36295,79848,930
36295,80655,939
38311,0,0
38311,806,5
38311,1613,19
38311,2419,24
38311,3226,33
38311,4032,42
38311,4839,52
38311,5645,62
38311,6452,72
38311,7258,84
38311,8065,95
38311,8872,107
38311,9678,117
38311,10485,125
38311,11291,141
38311,12098,151
38311,12904,160
38311,13711,168
38311,14517,177
38311,15324,187
38311,16131,195
38311,16937,202
38311,17744,205
38311,18550,212
38311,19357,225
38311,20163,235
38311,20970,244
38311,21776,259
38311,22583,266
38311,23389,278
38311,24196,288
38311,25003,298
38311,25809,311
38311,26616,315
38311,27422,324
38311,28229,337
38311,29035,345
38311,29842,359
38311,30648,372
38311,31455,380
38311,32262,390
38311,33068,399
38311,33875,414
38311,34681,421
38311,35488,430
38311,36294,439
38311,37101,444
38311,37907,452
38311,38714,464
38311,39520,477
38311,40327,486
38311,41134,496
38311,41940,504
38311,42747,512
38311,43553,527
38311,44360,539
38311,45166,547
38311,45973,548
38311,46779,555
38311,47586,567
38311,48393,578
38311,49199,586
38311,50006,598
38311,50812,604
38311,51619,611
38311,52425,617
38311,53232,624
38311,54038,631
38311,54845,642
38311,55651,649
38311,56458,665
38311,57265,673
38311,58071,686
38311,58878,691
38311,59684,700
38311,60491,708
38311,61297,716
38311,62104,726
38311,62910,738
38311,63717,744
38311,64524,755
38311,65330,771
38311,66137,781
38311,66943,796
38311,67750,806
38311,68556,813
38311,69363,823
38311,70169,829
38311,70976,837
38311,71782,852
38311,72589,862
38311,73396,873
38311,74202,889
38311,75009,900
38311,75815,910
38311,76622,918
38311,77428,927
38311,78235,944
38311,79041,957
38311,79848,973
38311,80655,982
40327,0,0
40327,806,5
40327,1613,21
40327,2419,26
40327,3226,35
40327,4032,45
40327,4839,57
40327,5645,68
40327,6452,78
40327,7258,90
40327,8065,102
40327,8872,116
40327,9678,126
40327,10485,136
40327,11291,153
40327,12098,165
40327,12904,175
40327,13711,184
40327,14517,193
40327,15324,203
40327,16131,211
40327,16937,219
40327,17744,223
40327,18550,230
40327,19357,243
40327,20163,253
40327,20970,262
40327,21776,280
40327,22583,288
40327,23389,301
40327,24196,311
40327,25003,322
40327,25809,336
40327,26616,340
40327,27422,349
40327,28229,362
40327,29035,372
40327,29842,387
40327,30648,400
40327,31455,408
40327,32262,418
40327,33068,429
40327,33875,449
40327,34681,456
40327,35488,465
40327,36294,475
40327,37101,480
40327,37907,489
40327,38714,502
40327,39520,516
40327,40327,525
40327,41134,536
40327,41940,544
40327,42747,552
40327,43553,568
40327,44360,580
40327,45166,588
40327,45973,591
40327,46779,599
40327,47586,611
40327,48393,624
40327,49199,632
40327,50006,644
40327,50812,650
40327,51619,657
40327,52425,664
40327,53232,671
40327,54038,678
40327,54845,689
40327,55651,697
40327,56458,713
40327,57265,722
40327,58071,735
40327,58878,741
40327,59684,750
40327,60491,758
40327,61297,766
40327,62104,776
40327,62910,789
40327,63717,795
40327,64524,807
40327,65330,823
40327,66137,834
40327,66943,849
40327,67750,859
40327,68556,866
40327,69363,876
40327,70169,883
40327,70976,891
40327,71782,907
40327,72589,917
40327,73396,928
40327,74202,945
40327,75009,958
40327,75815,970
40327,76622,979
40327,77428,988
40327,78235,1005
40327,79041,1019
40327,79848,1035
40327,80655,1044
42344,0,0
42344,806,5
42344,1613,21
42344,2419,26
42344,3226,37
42344,4032,48
42344,4839,60
42344,5645,71
42344,6452,81
42344,7258,93
42344,8065,105
42344,8872,119
42344,9678,129
42344,10485,139
42344,11291,157
42344,12098,169
42344,12904,179
42344,13711,188
42344,14517,197
42344,15324,207
42344,16131,216
42344,16937,224
42344,17744,228
42344,18550,235
42344,19357,248
42344,20163,258
42344,20970,268
42344,21776,286
42344,22583,294
42344,23389,307
42344,24196,318
42344,25003,330
42344,25809,346
42344,26616,351
42344,27422,360
42344,28229,373
42344,29035,384
42344,29842,400
42344,30648,413
42344,31455,421
42344,32262,431
42344,33068,442
42344,33875,462
42344,34681,470
42344,35488,479
42344,36294,489
42344,37101,494
42344,37907,503
42344,38714,516
42344,39520,530
42344,40327,540
42344,41134,552
42344,41940,561
42344,42747,569
42344,43553,586
42344,44360,598
42344,45166,607
42344,45973,610
42344,46779,619
42344,47586,631
42344,48393,644
42344,49199,654
42344,50006,667
42344,50812,673
42344,51619,682
42344,52425,689
42344,53232,696
42344,54038,703
42344,54845,715
42344,55651,723
42344,56458,739
42344,57265,748
42344,58071,761
42344,58878,767
42344,59684,776
42344,60491,784
42344,61297,792
42344,62104,803
42344,62910,816
42344,63717,823
42344,64524,837
42344,65330,854
42344,66137,867
42344,66943,882
42344,67750,893
42344,68556,900
42344,69363,910
42344,70169,917
42344,70976,926
42344,71782,942
42344,72589,952
42344,73396,963
42344,74202,980
42344,75009,993
42344,75815,1006
42344,76622,1015
42344,77428,1024
42344,78235,1041
42344,79041,1055
42344,79848,1072
42344,80655,1081
44360,0,0
44360,806,5
44360,1613,22
44360,2419,27
44360,3226,40
44360,4032,51
44360,4839,63
44360,5645,74
44360,6452,84
44360,7258,96
44360,8065,111
44360,8872,125
44360,9678,136
44360,10485,146
44360,11291,164
44360,12098,176
44360,12904,186
44360,13711,196
44360,14517,208
44360,15324,218
44360,16131,227
44360,16937,235
44360,17744,239
44360,18550,247
44360,19357,260
44360,20163,270
44360,20970,280
44360,21776,299
44360,22583,307
44360,23389,320
44360,24196,331
44360,25003,343
44360,25809,359
44360,26616,365
44360,27422,375
44360,28229,389
44360,29035,401
44360,29842,417
44360,30648,430
44360,31455,438
44360,32262,448
44360,33068,459
44360,33875,479
44360,34681,488
44360,35488,497
44360,36294,508
44360,37101,514
44360,37907,523
44360,38714,536
44360,39520,550
44360,40327,560
44360,41134,572
44360,41940,581
44360,42747,589
44360,43553,606
44360,44360,621
44360,45166,630
44360,45973,634
44360,46779,643
44360,47586,656
44360,48393,670
44360,49199,681
44360,50006,694
44360,50812,700
44360,51619,709
44360,52425,718
44360,53232,725
44360,54038,732
44360,54845,745
44360,55651,753
44360,56458,769
44360,57265,779
44360,58071,793
44360,58878,800
44360,59684,809
44360,60491,818
44360,61297,827
44360,62104,838
44360,62910,851
44360,63717,859
44360,64524,873
44360,65330,890
44360,66137,903
44360,66943,918
44360,67750,930
44360,68556,937
44360,69363,947
44360,70169,954
44360,70976,965
44360,71782,981
44360,72589,991
44360,73396,1002
44360,74202,1019
44360,75009,1033
44360,75815,1047
44360,76622,1058
44360,77428,1067
44360,78235,1084
44360,79041,1098
44360,79848,1115
44360,80655,1125
46376,0,0
46376,806,5
46376,1613,22
46376,2419,27
46376,3226,41
46376,4032,53
46376,4839,65
46376,5645,77
46376,6452,88
46376,7258,100
46376,8065,116
46376,8872,130
46376,9678,142
46376,10485,154
46376,11291,174
46376,12098,187
46376,12904,198
46376,13711,208
46376,14517,220
46376,15324,231
46376,16131,240
46376,16937,249
46376,17744,253
46376,18550,261
46376,19357,274
46376,20163,284
46376,20970,294
46376,21776,313
46376,22583,321
46376,23389,334
46376,24196,345
46376,25003,357
46376,25809,373
46376,26616,380
46376,27422,391
46376,28229,405
46376,29035,417
46376,29842,434
46376,30648,447
46376,31455,456
46376,32262,466
46376,33068,477
46376,33875,497
46376,34681,506
46376,35488,515
46376,36294,526
46376,37101,533
46376,37907,542
46376,38714,555
46376,39520,569
46376,40327,579
46376,41134,591
46376,41940,601
46376,42747,612
46376,43553,629
46376,44360,644
46376,45166,653
46376,45973,657
46376,46779,666
46376,47586,679
46376,48393,693
46376,49199,705
46376,50006,718
46376,50812,724
46376,51619,733
46376,52425,742
46376,53232,749
46376,54038,757
46376,54845,770
46376,55651,779
46376,56458,797
46376,57265,808
46376,58071,822
46376,58878,830
46376,59684,839
46376,60491,848
46376,61297,857
46376,62104,869
46376,62910,882
46376,63717,890
46376,64524,905
46376,65330,923
46376,66137,937
46376,66943,952
46376,67750,964
46376,68556,971
46376,69363,981
46376,70169,989
46376,70976,1000
46376,71782,1016
46376,72589,1026
46376,73396,1037
46376,74202,1054
46376,75009,1068
46376,75815,1083
46376,76622,1094
46376,77428,1103
46376,78235,1121
46376,79041,1136
46376,79848,1153
46376,80655,1163
48393,0,0
48393,806,6
48393,1613,24
48393,2419,29
48393,3226,43
48393,4032,55
48393,4839,67
48393,5645,79
48393,6452,91
48393,7258,105
48393,8065,121
48393,8872,135
48393,9678,147
48393,10485,160
48393,11291,181
48393,12098,196
48393,12904,207
48393,13711,218
48393,14517,231
48393,15324,243
48393,16131,254
48393,16937,264
48393,17744,268
48393,18550,277
48393,19357,291
48393,20163,303
48393,20970,313
48393,21776,332
48393,22583,340
48393,23389,353
48393,24196,364
48393,25003,376
48393,25809,393
48393,26616,401
48393,27422,412
48393,28229,426
48393,29035,438
48393,29842,455
48393,30648,468
48393,31455,479
48393,32262,489
48393,33068,501
48393,33875,522
48393,34681,531
48393,35488,540
48393,36294,551
48393,37101,559
48393,37907,568
48393,38714,582
48393,39520,598
48393,40327,608
48393,41134,621
48393,41940,631
48393,42747,643
48393,43553,660
48393,44360,675
48393,45166,686
48393,45973,690
48393,46779,701
48393,47586,714
48393,48393,728
48393,49199,740
48393,50006,753
48393,50812,759
48393,51619,769
48393,52425,779
48393,53232,786
48393,54038,794
48393,54845,808
48393,55651,817
48393,56458,835
48393,57265,846
48393,58071,860
48393,58878,868
48393,59684,877
48393,60491,886
48393,61297,895
48393,62104,909
48393,62910,922
48393,63717,931
48393,64524,946
48393,65330,964
48393,66137,980
48393,66943,996
48393,67750,1008
48393,68556,1015
48393,69363,1026
48393,70169,1035
48393,70976,1046
48393,71782,1062
48393,72589,1072
48393,73396,1083
48393,74202,1101
48393,75009,1116
48393,75815,1131
48393,76622,1143
48393,77428,1152
48393,78235,1171
48393,79041,1186
48393,79848,1204
48393,80655,1215
50409,0,0
50409,806,6
50409,1613,25
50409,2419,30
50409,3226,44
50409,4032,56
50409,4839,69
50409,5645,83
50409,6452,95
50409,7258,109
50409,8065,125
50409,8872,140
50409,9678,152
50409,10485,165
50409,11291,186
50409,12098,201
50409,12904,213
50409,13711,225
50409,14517,238
50409,15324,250
50409,16131,261
50409,16937,272
50409,17744,276
50409,18550,285
50409,19357,299
50409,20163,311
50409,20970,321
50409,21776,340
50409,22583,349
50409,23389,362
50409,24196,373
50409,25003,385
50409,25809,402
50409,26616,411
50409,27422,423
50409,28229,437
50409,29035,450
50409,29842,469
50409,30648,482
50409,31455,493
50409,32262,505
50409,33068,517
50409,33875,538
50409,34681,548
50409,35488,558
50409,36294,569
50409,37101,577
50409,37907,587
50409,38714,601
50409,39520,617
50409,40327,628
50409,41134,641
50409,41940,652
50409,42747,664
50409,43553,681
50409,44360,696
50409,45166,707
50409,45973,712
50409,46779,723
50409,47586,736
50409,48393,751
50409,49199,764
50409,50006,777
50409,50812,783
50409,51619,793
50409,52425,803
50409,53232,811
50409,54038,819
50409,54845,834
50409,55651,844
50409,56458,862
50409,57265,873
50409,58071,888
50409,58878,896
50409,59684,905
50409,60491,914
50409,61297,923
50409,62104,938
50409,62910,952
50409,63717,961
50409,64524,976
50409,65330,996
50409,66137,1012
50409,66943,1028
50409,67750,1041
50409,68556,1048
50409,69363,1060
50409,70169,1071
50409,70976,1082
50409,71782,1100
50409,72589,1111
50409,73396,1122
50409,74202,1141
50409,75009,1156
50409,75815,1171
50409,76622,1184
50409,77428,1194
50409,78235,1213
50409,79041,1229
50409,79848,1248
50409,80655,1259
52426,0,0
52426,806,6
52426,1613,26
52426,2419,32
52426,3226,46
52426,4032,58
52426,4839,71
52426,5645,86
52426,6452,99
52426,7258,114
52426,8065,130
52426,8872,145
52426,9678,157
52426,10485,170
52426,11291,191
52426,12098,206
52426,12904,218
52426,13711,231
52426,14517,245
52426,15324,257
52426,16131,268
52426,16937,279
52426,17744,284
52426,18550,293
52426,19357,307
52426,20163,320
52426,20970,330
52426,21776,349
52426,22583,358
52426,23389,373
52426,24196,384
52426,25003,397
52426,25809,415
52426,26616,424
52426,27422,436
52426,28229,451
52426,29035,465
52426,29842,484
52426,30648,497
52426,31455,508
52426,32262,522
52426,33068,534
52426,33875,555
52426,34681,565
52426,35488,576
52426,36294,589
52426,37101,597
52426,37907,607
52426,38714,623
52426,39520,639
52426,40327,650
52426,41134,664
52426,41940,675
52426,42747,688
52426,43553,705
52426,44360,720
52426,45166,731
52426,45973,736
52426,46779,747
52426,47586,760
52426,48393,775
52426,49199,790
52426,50006,805
52426,50812,811
52426,51619,821
52426,52425,831
52426,53232,839
52426,54038,847
52426,54845,862
52426,55651,872
52426,56458,892
52426,57265,903
52426,58071,918
52426,58878,927
52426,59684,936
52426,60491,945
52426,61297,954
52426,62104,969
52426,62910,983
52426,63717,992
52426,64524,1008
52426,65330,1028
52426,66137,1045
52426,66943,1061
52426,67750,1075
52426,68556,1082
52426,69363,1094
52426,70169,1106
52426,70976,1118
52426,71782,1137
52426,72589,1150
52426,73396,1161
52426,74202,1180
52426,75009,1196
52426,75815,1215
52426,76622,1228
52426,77428,1238
52426,78235,1257
52426,79041,1274
52426,79848,1293
52426,80655,1305
54442,0,0
54442,806,6
54442,1613,27
54442,2419,33
54442,3226,47
54442,4032,60
54442,4839,75
54442,5645,91
54442,6452,104
54442,7258,120
54442,8065,137
54442,8872,152
54442,9678,164
54442,10485,177
54442,11291,199
54442,12098,214
54442,12904,227
54442,13711,241
54442,14517,255
54442,15324,267
54442,16131,279
54442,16937,293
54442,17744,298
54442,18550,307
54442,19357,322
54442,20163,335
54442,20970,345
54442,21776,364
54442,22583,373
54442,23389,389
54442,24196,402
54442,25003,415
54442,25809,434
54442,26616,443
54442,27422,455
54442,28229,470
54442,29035,484
54442,29842,503
54442,30648,517
54442,31455,529
54442,32262,544
54442,33068,556
54442,33875,579
54442,34681,589
54442,35488,601
54442,36294,614
54442,37101,622
54442,37907,632
54442,38714,648
54442,39520,664
54442,40327,675
54442,41134,690
54442,41940,701
54442,42747,715
54442,43553,732
54442,44360,747
54442,45166,759
54442,45973,765
54442,46779,776
54442,47586,789
54442,48393,804
54442,49199,820
54442,50006,835
54442,50812,842
54442,51619,852
54442,52425,863
54442,53232,872
54442,54038,880
54442,54845,895
54442,55651,905
54442,56458,926
54442,57265,939
54442,58071,954
54442,58878,964
54442,59684,973
54442,60491,982
54442,61297,992
54442,62104,1007
54442,62910,1022
54442,63717,1031
54442,64524,1047
54442,65330,1069
54442,66137,1086
54442,66943,1102
54442,67750,1116
54442,68556,1123
54442,69363,1135
54442,70169,1147
54442,70976,1160
54442,71782,1179
54442,72589,1193
54442,73396,1205
54442,74202,1224
54442,75009,1240
54442,75815,1259
54442,76622,1272
54442,77428,1283
54442,78235,1303
54442,79041,1320
54442,79848,1340
54442,80655,1353
56458,0,0
56458,806,6
56458,1613,28
56458,2419,35
56458,3226,49
56458,4032,62
56458,4839,77
56458,5645,93
56458,6452,106
56458,7258,122
56458,8065,139
56458,8872,154
56458,9678,166
56458,10485,180
56458,11291,202
56458,12098,218
56458,12904,231
56458,13711,245
56458,14517,259
56458,15324,274
56458,16131,287
56458,16937,301
56458,17744,306
56458,18550,315
56458,19357,331
56458,20163,345
56458,20970,355
56458,21776,376
56458,22583,386
56458,23389,403
56458,24196,416
56458,25003,432
56458,25809,452
56458,26616,463
56458,27422,477
56458,28229,492
56458,29035,506
56458,29842,525
56458,30648,540
56458,31455,552
56458,32262,567
56458,33068,579
56458,33875,602
56458,34681,613
56458,35488,625
56458,36294,640
56458,37101,648
56458,37907,658
56458,38714,674
56458,39520,690
56458,40327,702
56458,41134,718
56458,41940,730
56458,42747,746
56458,43553,764
56458,44360,779
56458,45166,792
56458,45973,798
56458,46779,809
56458,47586,822
56458,48393,837
56458,49199,854
56458,50006,871
56458,50812,879
56458,51619,889
56458,52425,900
56458,53232,909
56458,54038,918
56458,54845,933
56458,55651,943
56458,56458,965
56458,57265,979
56458,58071,995
56458,58878,1005
56458,59684,1015
56458,60491,1024
56458,61297,1034
56458,62104,1050
56458,62910,1065
56458,63717,1075
56458,64524,1091
56458,65330,1113
56458,66137,1131
56458,66943,1147
56458,67750,1161
56458,68556,1169
56458,69363,1182
56458,70169,1194
56458,70976,1207
56458,71782,1227
56458,72589,1241
56458,73396,1255
56458,74202,1274
56458,75009,1291
56458,75815,1310
56458,76622,1324
56458,77428,1335
56458,78235,1356
56458,79041,1374
56458,79848,1395
56458,80655,1408
58475,0,0
58475,806,6
58475,1613,30
58475,2419,37
58475,3226,52
58475,4032,65
58475,4839,80
58475,5645,96
58475,6452,111
58475,7258,128
58475,8065,147
58475,8872,164
58475,9678,176
58475,10485,190
58475,11291,212
58475,12098,228
58475,12904,241
58475,13711,256
58475,14517,270
58475,15324,286
58475,16131,299
58475,16937,313
58475,17744,319
58475,18550,328
58475,19357,344
58475,20163,358
58475,20970,369
58475,21776,391
58475,22583,403
58475,23389,423
58475,24196,437
58475,25003,453
58475,25809,473
58475,26616,485
58475,27422,500
58475,28229,515
58475,29035,530
58475,29842,549
58475,30648,566
58475,31455,579
58475,32262,594
58475,33068,606
58475,33875,630
58475,34681,642
58475,35488,656
58475,36294,672
58475,37101,681
58475,37907,692
58475,38714,709
58475,39520,725
58475,40327,737
58475,41134,753
58475,41940,768
58475,42747,784
58475,43553,802
58475,44360,817
58475,45166,831
58475,45973,839
58475,46779,850
58475,47586,864
58475,48393,879
58475,49199,897
58475,50006,915
58475,50812,923
58475,51619,933
58475,52425,944
58475,53232,953
58475,54038,963
58475,54845,978
58475,55651,989
58475,56458,1012
58475,57265,1027
58475,58071,1043
58475,58878,1053
58475,59684,1063
58475,60491,1072
58475,61297,1082
58475,62104,1099
58475,62910,1116
58475,63717,1126
58475,64524,1142
58475,65330,1166
58475,66137,1184
58475,66943,1201
58475,67750,1215
58475,68556,1223
58475,69363,1237
58475,70169,1250
58475,70976,1264
58475,71782,1285
58475,72589,1299
58475,73396,1313
58475,74202,1332
58475,75009,1349
58475,75815,1368
58475,76622,1382
58475,77428,1393
58475,78235,1414
58475,79041,1432
58475,79848,1455
58475,80655,1468
60491,0,0
60491,806,7
60491,1613,31
60491,2419,38
60491,3226,54
60491,4032,67
60491,4839,82
60491,5645,100
60491,6452,116
60491,7258,134
60491,8065,154
60491,8872,171
60491,9678,183
60491,10485,197
60491,11291,219
60491,12098,235
60491,12904,248
60491,13711,263
60491,14517,277
60491,15324,293
60491,16131,306
60491,16937,321
60491,17744,327
60491,18550,337
60491,19357,353
60491,20163,368
60491,20970,380
60491,21776,403
60491,22583,415
60491,23389,435
60491,24196,451
60491,25003,468
60491,25809,488
60491,26616,500
60491,27422,516
60491,28229,531
60491,29035,547
60491,29842,567
60491,30648,585
60491,31455,598
60491,32262,613
60491,33068,625
60491,33875,649
60491,34681,661
60491,35488,676
60491,36294,692
60491,37101,701
60491,37907,712
60491,38714,730
60491,39520,747
60491,40327,759
60491,41134,777
60491,41940,792
60491,42747,808
60491,43553,827
60491,44360,842
60491,45166,858
60491,45973,867
60491,46779,881
60491,47586,896
60491,48393,913
60491,49199,931
60491,50006,950
60491,50812,959
60491,51619,969
60491,52425,980
60491,53232,991
60491,54038,1002
60491,54845,1018
60491,55651,1029
60491,56458,1052
60491,57265,1067
60491,58071,1083
60491,58878,1093
60491,59684,1103
60491,60491,1113
60491,61297,1123
60491,62104,1140
60491,62910,1157
60491,63717,1168
60491,64524,1185
60491,65330,1210
60491,66137,1228
60491,66943,1245
60491,67750,1261
60491,68556,1270
60491,69363,1285
60491,70169,1298
60491,70976,1312
60491,71782,1333
60491,72589,1347
60491,73396,1361
60491,74202,1380
60491,75009,1397
60491,75815,1416
60491,76622,1431
60491,77428,1442
60491,78235,1465
60491,79041,1483
60491,79848,1506
60491,80655,1520
62508,0,0
62508,806,7
62508,1613,33
62508,2419,41
62508,3226,57
62508,4032,70
62508,4839,85
62508,5645,103
62508,6452,119
62508,7258,138
62508,8065,158
62508,8872,176
62508,9678,188
62508,10485,202
62508,11291,225
62508,12098,244
62508,12904,257
62508,13711,272
62508,14517,286
62508,15324,302
62508,16131,316
62508,16937,331
62508,17744,338
62508,18550,349
62508,19357,366
62508,20163,381
62508,20970,394
62508,21776,417
62508,22583,429
62508,23389,450
62508,24196,466
62508,25003,483
62508,25809,503
62508,26616,515
62508,27422,531
62508,28229,546
62508,29035,564
62508,29842,585
62508,30648,604
62508,31455,617
62508,32262,634
62508,33068,648
62508,33875,673
62508,34681,685
62508,35488,702
62508,36294,718
62508,37101,729
62508,37907,740
62508,38714,760
62508,39520,777
62508,40327,790
62508,41134,808
62508,41940,827
62508,42747,843
62508,43553,863
62508,44360,879
62508,45166,896
62508,45973,905
62508,46779,920
62508,47586,936
62508,48393,953
62508,49199,972
62508,50006,992
62508,50812,1001
62508,51619,1012
62508,52425,1023
62508,53232,1034
62508,54038,1045
62508,54845,1062
62508,55651,1073
62508,56458,1096
62508,57265,1111
62508,58071,1128
62508,58878,1138
62508,59684,1149
62508,60491,1159
62508,61297,1170
62508,62104,1187
62508,62910,1204
62508,63717,1215
62508,64524,1232
62508,65330,1258
62508,66137,1276
62508,66943,1293
62508,67750,1309
62508,68556,1318
62508,69363,1333
62508,70169,1346
62508,70976,1360
62508,71782,1382
62508,72589,1397
62508,73396,1411
62508,74202,1431
62508,75009,1448
62508,75815,1467
62508,76622,1483
62508,77428,1494
62508,78235,1517
62508,79041,1535
62508,79848,1558
62508,80655,1572
64524,0,0
64524,806,7
64524,1613,33
64524,2419,41
64524,3226,58
64524,4032,73
64524,4839,88
64524,5645,107
64524,6452,123
64524,7258,142
64524,8065,162
64524,8872,180
64524,9678,192
64524,10485,206
64524,11291,230
64524,12098,249
64524,12904,262
64524,13711,279
64524,14517,296
64524,15324,312
64524,16131,326
64524,16937,342
64524,17744,350
64524,18550,361
64524,19357,379
64524,20163,394
64524,20970,407
64524,21776,430
64524,22583,442
64524,23389,463
64524,24196,481
64524,25003,499
64524,25809,520
64524,26616,532
64524,27422,549
64524,28229,565
64524,29035,583
64524,29842,604
64524,30648,623
64524,31455,637
64524,32262,655
64524,33068,669
64524,33875,695
64524,34681,707
64524,35488,724
64524,36294,740
64524,37101,751
64524,37907,763
64524,38714,783
64524,39520,800
64524,40327,814
64524,41134,833
64524,41940,852
64524,42747,868
64524,43553,888
64524,44360,904
64524,45166,921
64524,45973,930
64524,46779,945
64524,47586,962
64524,48393,980
64524,49199,999
64524,50006,1020
64524,50812,1031
64524,51619,1043
64524,52425,1055
64524,53232,1066
64524,54038,1077
64524,54845,1094
64524,55651,1106
64524,56458,1129
64524,57265,1144
64524,58071,1162
64524,58878,1172
64524,59684,1183
64524,60491,1193
64524,61297,1204
64524,62104,1221
64524,62910,1242
64524,63717,1253
64524,64524,1271
64524,65330,1297
64524,66137,1316
64524,66943,1334
64524,67750,1350
64524,68556,1359
64524,69363,1375
64524,70169,1388
64524,70976,1402
64524,71782,1425
64524,72589,1441
64524,73396,1455
64524,74202,1475
64524,75009,1492
64524,75815,1512
64524,76622,1528
64524,77428,1539
64524,78235,1562
64524,79041,1580
64524,79848,1603
64524,80655,1617
66540,0,0
66540,806,7
66540,1613,35
66540,2419,43
66540,3226,60
66540,4032,75
66540,4839,90
66540,5645,109
66540,6452,125
66540,7258,145
66540,8065,166
66540,8872,184
66540,9678,198
66540,10485,212
66540,11291,236
66540,12098,255
66540,12904,269
66540,13711,286
66540,14517,304
66540,15324,320
66540,16131,334
66540,16937,350
66540,17744,358
66540,18550,370
66540,19357,388
66540,20163,404
66540,20970,417
66540,21776,440
66540,22583,452
66540,23389,475
66540,24196,493
66540,25003,511
66540,25809,532
66540,26616,545
66540,27422,562
66540,28229,579
66540,29035,597
66540,29842,619
66540,30648,639
66540,31455,656
66540,32262,675
66540,33068,690
66540,33875,716
66540,34681,728
66540,35488,745
66540,36294,761
66540,37101,772
66540,37907,784
66540,38714,806
66540,39520,823
66540,40327,837
66540,41134,856
66540,41940,875
66540,42747,891
66540,43553,912
66540,44360,928
66540,45166,945
66540,45973,954
66540,46779,969
66540,47586,986
66540,48393,1005
66540,49199,1025
66540,50006,1046
66540,50812,1057
66540,51619,1069
66540,52425,1081
66540,53232,1092
66540,54038,1103
66540,54845,1121
66540,55651,1133
66540,56458,1156
66540,57265,1171
66540,58071,1190
66540,58878,1200
66540,59684,1211
66540,60491,1222
66540,61297,1233
66540,62104,1251
66540,62910,1274
66540,63717,1285
66540,64524,1304
66540,65330,1331
66540,66137,1351
66540,66943,1370
66540,67750,1386
66540,68556,1395
66540,69363,1412
66540,70169,1426
66540,70976,1440
66540,71782,1463
66540,72589,1479
66540,73396,1493
66540,74202,1513
66540,75009,1530
66540,75815,1550
66540,76622,1566
66540,77428,1577
66540,78235,1600
66540,79041,1619
66540,79848,1642
66540,80655,1657
68557,0,0
68557,806,7
68557,1613,35
68557,2419,43
68557,3226,61
68557,4032,76
68557,4839,92
68557,5645,111
68557,6452,127
68557,7258,147
68557,8065,168
68557,8872,186
68557,9678,201
68557,10485,216
68557,11291,241
68557,12098,260
68557,12904,274
68557,13711,291
68557,14517,310
68557,15324,326
68557,16131,340
68557,16937,357
68557,17744,366
68557,18550,379
68557,19357,398
68557,20163,414
68557,20970,427
68557,21776,450
68557,22583,463
68557,23389,486
68557,24196,504
68557,25003,522
